entity_no,Subsidiary,Posting_Period,Posting_date,Account,Debit,Credit,Reversal_date,Memo,Line_Memo,Vendor_Name,Department,Risk_Location,Profit_Center,product,Affiliate,Accounting_Book,Is_Book_Specific,Source,DAC
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,706.18,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OH,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1173.49,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OK,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,169.68,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,RI,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,806.18,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AL,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,717.72,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,CA,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,11.12,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,KS,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,136.84,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MD,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,121.91,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MN,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,53.7,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,UT,301,1042,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0.02,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,TX,411,1002,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,8497.48,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,GA,411,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,13178.42,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,IA,411,1031,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,13204.9,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,DC,311,1035,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,9258.15,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,MA,311,1035,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,1830.67,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,OH,411,1047,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,1298.54,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,TN,411,1047,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,2601.72,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MN,111,1001,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,4079.83,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MN,111,1002,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,186849.45,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NC,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,983.57,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NH,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1484073.41,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,TX,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,103910.91,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,CA,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,3207,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,DE,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,4376.1,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,KS,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,7104.96,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MD,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,68895.57,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MI,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,185623.37,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NJ,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,245159.46,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,SC,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,21215.35,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AZ,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,338146.68,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,CA,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,3498.24,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,DE,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1697.22,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,KS,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,6710.15,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MD,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,9177.41,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MI,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,17224.6,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NV,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1371.74,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AR,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,49563.34,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,IL,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,995715.08,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NY,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,242273.02,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,TX,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,81.57,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MO,301,1016,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,29646.36,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,SC,301,1016,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,3698.98,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MN,111,1035,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,5408.39,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,GA,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,2.54,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,IA,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1677.08,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,IL,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,43.17,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,ND,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,196.99,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NE,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,110040.15,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NY,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,20.82,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OR,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,86.21,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,VT,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,68.89,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AZ,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,0.69,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,LA,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,157.41,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MS,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,412.41,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,WI,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,3.87,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,WV,301,1042,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,35631.1,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,CA,311,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,6674.82,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,KS,311,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,4302.1,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,CA,411,1031,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,1239.6,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,MD,411,1031,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,2745.8,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,OH,411,1031,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,20808.19,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,NY,311,1035,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,5325.94,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,TN,311,1035,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,5607.03,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,MS,311,1037,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,3482.88,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,NY,411,1047,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,1036.08,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,WI,411,1047,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,342392.26,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AL,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,129437.82,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,GA,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,487.12,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,IA,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,964.22,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,ND,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,3183.99,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NE,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,580983.92,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NJ,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,26255.89,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,TN,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1974.07,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,UT,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,23032.54,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AZ,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,6475.15,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,IN,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,2093.9,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,KY,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,734.59,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,ME,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,10186.34,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OH,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1297.97,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OK,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,9298.57,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,WI,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,855.76,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,WV,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,2143.19,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,DC,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,85435.5,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,LA,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,32.91,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NM,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,17546.83,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,RI,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,3124.64,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MN,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,14376.57,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,PA,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,8104.28,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,VA,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,114.41,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,CA,301,1016,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,0.28,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,FL,301,1016,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,43014.84,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,FL,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1082.44,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MO,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,43760.29,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,TX,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,123.92,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,DE,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,238.56,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,IA,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1169.06,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MI,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,6168.06,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NJ,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,301.76,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,TN,301,1042,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,28275.05,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,IN,411,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,10356.14,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,NJ,411,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,13004.69,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,IL,311,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,7925.86,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,CO,411,1031,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,1947.74,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,TN,411,1031,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,1437.49,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,CA,311,1031,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,413.08,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,KS,311,1031,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,33.66,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,ME,411,1047,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1914.1,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,IN,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,8005.85,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,KY,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,215.32,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,ME,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,11999.16,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OH,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,46296.02,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OK,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1136,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,WI,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,2721.22,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,WV,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,49587.3,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AL,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,171282.02,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,GA,301,1009,,,,CLVR,Direct
