entity_no,Subsidiary,Posting_Period,Posting_date,Account,Debit,Credit,Reversal_date,Memo,Line_Memo,Vendor_Name,Department,Risk_Location,Profit_Center,product,Affiliate,Accounting_Book,Is_Book_Specific,Source,DAC
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,5257.11,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,IA,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,63941.19,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,IL,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,3466.3,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NE,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,2694.06,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,UT,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,3949.87,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MN,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,83072.59,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NC,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,67266.63,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,PA,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,8353.42,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,VA,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,542.95,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,CO,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,136.55,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,DC,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1297,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,LA,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,6674.96,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MS,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,28.25,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AR,301,1016,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,195.91,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MS,301,1016,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,8930.57,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,CA,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,122.99,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,DE,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1331.93,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MI,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,21979.39,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NJ,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,749.28,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,TN,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,11090.55,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,FL,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,201.28,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MO,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,63.77,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OK,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,7700.72,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,TX,301,1042,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,0.06,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,OH,411,1001,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,0.01,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,FL,411,1002,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,328050.97,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,FL,411,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,38341.16,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,TX,411,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,242429.43,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,NY,411,1029,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,3554.4,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,FL,411,1031,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,6195.7,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,PA,411,1031,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,1670.5,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,TX,411,1031,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,6481.65,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,CA,311,1037,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,1550.08,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,AL,411,1047,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1841741.82,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,FL,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1929.52,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,ID,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,38068.88,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MO,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1604.12,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MT,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,370.41,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,DC,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1240137.09,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NY,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,427728.07,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,TX,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,5925.21,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AR,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,735.11,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NH,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,2072.16,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,VT,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,357861.32,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,FL,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1293.62,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NC,301,1016,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,855.14,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MN,111,1028,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1908.87,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MN,111,1037,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,524.86,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AZ,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,98.83,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,KS,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,309.95,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MD,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,218.85,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MN,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,511.41,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NV,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,5.76,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,UT,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,90.75,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AR,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,425.57,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,IN,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,19.63,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,KY,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,39.36,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,ME,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,516.95,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OH,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,14.99,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,VT,301,1042,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,9625.22,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,CO,411,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,11435.84,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,MA,311,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,1554,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,WI,411,1031,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,22944.28,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,CA,311,1035,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,5425.05,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,DC,311,1037,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,2868.18,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,CA,411,1047,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,2369.64,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,FL,411,1047,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,826.46,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,MD,411,1047,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,12958.51,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AR,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,15036.48,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,CO,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,2779.56,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,DC,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,152053.3,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,LA,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,183244.51,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MS,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,281.72,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NM,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,17552.99,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,VA,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,532.53,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,CO,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,5685.15,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,LA,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,15180.79,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MS,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1744.83,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,IN,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,3105.47,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,KY,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,3.19,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,ME,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,29411,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MO,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,8436.28,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OH,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,27690.17,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OK,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,20151.3,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,TN,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,15562.39,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AL,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,9823.71,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,IN,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,3461.7,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,KY,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,6558.86,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,ME,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,9607.27,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,MO,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,8920.5,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OH,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1986.48,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,OK,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,8406.92,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,WI,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,714.07,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,WV,301,1010,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,229.74,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,VA,301,1016,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,7283.21,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NC,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,2418.67,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,PA,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,21594.92,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,SC,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,2966.13,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NC,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,16.2,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,NH,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,1076.29,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,PA,301,1042,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,20540001,0,270.37,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,VA,301,1042,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0.01,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,KS,411,1001,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,0.01,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,CA,411,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0.01,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,FL,411,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0.01,0,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,KS,411,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,11885.65,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,PA,311,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,16712.32,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,TX,311,1028,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,50.12,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,ME,411,1031,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,3095.57,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,NY,311,1031,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,3332.42,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,GA,311,1037,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,2644.26,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,IL,311,1037,,,,CLVR,Direct
1Q19 3911 March 2019 Direct UEPR,3911,Mar 2019,3/31/2019,20540001,0,4130.53,4/30/2019,1Q19 3911 March 2019 Direct UEPR,1Q19 3911 March 2019 Direct UEPR,,,PA,411,1047,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,18392.59,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,AZ,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,310076.81,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,CA,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,2834.16,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,DE,301,1009,,,,CLVR,Direct
1Q19 3912 March 2019 Direct UEPR,3912,Mar 2019,3/31/2019,40034001,3494.9,0,4/30/2019,1Q19 3912 March 2019 Direct UEPR,1Q19 3912 March 2019 Direct UEPR,,,KS,301,1009,,,,CLVR,Direct
